Date,Open,High,Low,Close,Volume,Adj Close
2012/12/14,51.23,51.3,50.17,50.36,8106800,50.36
2012/12/17,50.52,51.65,50.21,51.31,9632600,51.31
2012/12/18,51.56,52.54,51.42,51.91,14125900,51.91
2012/12/19,52,52.1,51.2,51.34,9018400,51.34
2012/12/20,51.48,52.18,50.91,52.14,9699800,52.14
2012/12/21,51.42,51.49,50.69,51.35,13690100,51.35
2012/12/24,51.09,51.79,50.94,51.08,4910400,51.08
2012/12/26,51.02,51.1,49.85,50.24,7261800,50.24
2012/12/27,50.43,50.65,49.67,50.29,7905700,50.29
2012/12/28,49.9,50.44,49.78,49.81,5058500,49.81
2012/12/31,49.76,51.2,49.2,51,7513300,51
2013/1/2,52.4,53.7,52.04,53.59,13798900,53.59
2013/1/3,53.49,53.65,52.15,52.45,10831400,52.45
2013/1/4,52.46,53.12,52.22,52.78,6486300,52.78
2013/1/7,52.53,53.58,52.06,53.51,10185600,53.51
2013/1/8,53.36,54.2,52.51,52.68,11528200,52.68
2013/1/9,52.82,53.42,52.45,52.76,8099900,52.76
2013/1/10,53.34,53.5,52.43,53,7331300,53
2013/1/11,53.14,53.83,53.06,53.7,11445200,53.7
2013/1/14,53.58,53.67,52.83,53.18,10600100,53.18
2013/1/15,53.19,53.46,52.36,52.51,9624400,52.51
2013/1/16,52.93,53.46,51.88,52.9,22253100,52.9
2013/1/17,54.13,54.88,53.75,54.17,24458600,54.17
2013/1/18,54.17,54.5,53.7,54.21,10558700,54.21
2013/1/22,54.15,54.32,53.06,53.37,10678200,53.37
2013/1/23,53.39,54.02,53.33,53.38,9036800,53.38
2013/1/24,53.58,55.34,53.57,55.19,12751200,55.19
2013/1/25,56,56.66,55.92,56.53,13330200,56.53
2013/1/28,56.19,56.34,55.73,55.95,7876400,55.95
2013/1/29,55.66,55.84,55.29,55.66,7037200,55.66
2013/1/30,55.98,56.5,55.52,55.78,6979300,55.78
2013/1/31,55.36,56.26,55.31,55.97,7946400,55.97
2013/2/1,56.41,57.27,56.13,57.21,8471400,57.21
2013/2/4,56.65,56.73,55.63,55.69,8659200,55.69
2013/2/5,56.03,56.87,55.8,56.42,6184900,56.42
2013/2/6,56.01,56.5,55.72,56.11,7003300,56.11
2013/2/7,56.17,56.39,55.35,56.13,7646600,56.13
2013/2/8,56.46,57.08,56.39,56.62,8066900,56.62
2013/2/11,56.52,56.58,55.75,56.41,5150900,56.41
2013/2/12,56.4,57.18,56.11,56.78,10023700,56.78
2013/2/13,56.86,57.26,56.41,57.05,9096000,57.05
2013/2/14,56.79,57.12,56.63,56.83,7054800,56.83
2013/2/15,56.81,57.15,56.41,56.7,9130200,56.7
2013/2/19,56.86,56.98,56.36,56.68,5702100,56.68
2013/2/20,56.9,57.1,55.48,55.53,7396000,55.53
2013/2/21,55.34,55.58,53.9,54.62,10728400,54.62
2013/2/22,54.96,55.13,54.57,55.02,5087300,55.02
2013/2/25,55.41,55.65,53.6,53.61,7336400,53.61
2013/2/26,53.77,53.97,53.12,53.82,8463000,53.82
2013/2/27,54.02,54.56,53.67,54.15,7662300,54.15
2013/2/28,54.5,55.18,54.26,54.71,9575500,54.71
2013/3/1,54.59,55.1,54.02,54.9,6422900,54.9
2013/3/4,54.34,55.49,54.25,55.48,9750900,55.48
2013/3/5,55.55,56,54.76,55.26,9812600,55.26
2013/3/6,54.98,55,53.44,53.57,14560300,53.57
2013/3/7,53.69,53.87,52.75,52.98,9450000,52.98
2013/3/8,53.18,53.46,52.26,53.13,13077000,53.13
2013/3/11,53.1,53.34,52.67,52.76,8965000,52.76
2013/3/12,51.7,53.1,50.9,52.96,16123900,52.96
2013/3/13,52.96,53,50.62,50.98,19805200,50.98
2013/3/14,51.79,52.9,51.6,51.8,17144800,51.8
2013/3/15,51.72,52.08,50.33,50.41,21767000,50.41
2013/3/18,49.86,50.55,49.55,50.11,14339000,50.11
2013/3/19,51,51.38,50.46,51.1,14623700,51.1
2013/3/20,51.67,52.61,51.05,52.42,14632700,52.42
2013/3/21,52.2,53.05,51.94,52.92,14056500,52.92
2013/3/22,53.01,53.46,52.96,53.27,8501200,53.27
2013/3/25,53.4,53.4,51.13,51.31,18177500,51.31
2013/3/26,51.67,52.14,51.1,52.09,10759300,52.09
2013/3/27,51.66,52.58,50.95,52.07,12416500,52.07
2013/3/28,52.04,54.51,51.45,54.22,24227500,54.22
2013/4/1,55.64,56.75,55.44,55.71,20619900,55.71
2013/4/2,56.26,56.79,55.95,56.16,15229100,56.16
2013/4/3,55.81,56,55.32,55.5,11496400,55.5
2013/4/4,55.34,55.87,55.1,55.79,5906800,55.79
2013/4/5,54.73,55.59,54.5,55.52,7236300,55.52
2013/4/8,55.42,56.84,55.29,55.87,10187600,55.87
2013/4/9,55.44,56.45,55.32,56.07,6264200,56.07
2013/4/10,56.33,57.58,56.28,57.3,8001300,57.3
2013/4/11,57.42,58.04,57.21,57.78,7291200,57.78
2013/4/12,57.9,57.9,56.81,57.31,6315400,57.31
2013/4/15,56.98,57.48,55.69,55.84,9197900,55.84
2013/4/16,56.19,57.15,56,57.01,8629600,57.01
2013/4/17,56.49,56.83,55.65,56.1,14710600,56.1
2013/4/18,53.85,54.24,52.73,52.82,25357100,52.82
2013/4/19,52.77,53.24,51.9,52.39,15600000,52.39
2013/4/22,52.14,52.32,51.16,51.63,13761200,51.63
2013/4/23,51.96,52.77,51.85,52.49,12678600,52.49
2013/4/24,53,53.33,52.64,52.97,10227600,52.97
2013/4/25,53.31,53.36,52.07,52.36,11477200,52.36
2013/4/26,52.4,52.86,51.89,52.54,10612400,52.54
2013/4/29,52.61,52.99,52.21,52.84,7171300,52.84
2013/4/30,52.67,53.14,52.13,52.39,9056900,52.39
2013/5/1,52.38,52.87,51.92,52.4,7917200,52.4
2013/5/2,52.42,53.7,52.03,53.55,9885100,53.55
2013/5/3,54,54.51,53.6,54.21,7207400,54.21
2013/5/6,54.06,54.82,53.76,54.09,6354000,54.09
2013/5/7,53.93,54.13,53.1,53.94,9680000,53.94
2013/5/8,54.01,54.98,53.77,54.96,7027500,54.96
2013/5/9,54.99,55.99,54.79,55.17,9298100,55.17
2013/5/10,55.39,55.82,55.21,55.65,7125400,55.65
2013/5/13,55.79,55.8,55.09,55.33,7220600,55.33
2013/5/14,55.15,56.41,55.14,56.27,9227100,56.27
2013/5/15,56.27,56.68,56.06,56.65,8568100,56.65
2013/5/16,56.8,56.9,55.72,55.8,8521500,55.8
2013/5/17,56.49,57.11,56.47,56.71,11558600,56.71
2013/5/20,56.56,56.66,55.76,55.95,8759600,55.95
2013/5/21,55.96,56.11,54.94,54.95,13019300,54.95
2013/5/22,55.32,55.82,54.13,54.4,11451600,54.4
2013/5/23,53.69,54.56,53.32,54.48,9468900,54.48
2013/5/24,53.8,54.65,53.57,54.64,7310000,54.64
2013/5/28,55.25,56.25,55.21,55.53,9747600,55.53
2013/5/29,55.15,55.4,54.53,55.05,8693700,55.05
2013/5/30,55.01,55.69,54.96,55.1,8751200,55.1
2013/5/31,54.7,54.91,53.99,54.1,12809700,54.1
2013/6/3,53.86,53.89,52.4,53.41,13127900,53.41
2013/6/4,53.74,53.75,52.22,52.59,10614700,52.59
2013/6/5,52.57,52.68,50.91,51.36,14462900,51.36
2013/6/6,51.15,51.66,50.83,51.52,9848400,51.52
2013/6/7,51.95,52.19,51.42,51.45,11738200,51.45
2013/6/10,51.8,53.39,51.6,53.25,11672200,53.25
2013/6/11,52.25,52.64,51.87,52.05,12793700,52.05
2013/6/12,52.34,52.37,50.73,50.75,10346700,50.75
2013/6/13,50.71,51.62,50.64,51.48,10662500,51.48
2013/6/14,51.5,51.77,51.07,51.29,6593200,51.29
2013/6/17,51.9,52.74,51.76,52.07,7824300,52.07
2013/6/18,52.21,52.86,52.1,52.56,5673200,52.56
2013/6/19,52.64,52.99,52.17,52.23,12643200,52.23
2013/6/20,51.79,51.83,50.48,50.74,10442900,50.74
2013/6/21,50.81,51.24,50.25,51.13,13678400,51.13
2013/6/24,50.83,51.33,50.09,50.82,9419700,50.82
2013/6/25,51.34,51.91,51.3,51.64,8569500,51.64
2013/6/26,52.03,52.1,51,51.33,10948900,51.33
2013/6/27,51.77,52.29,51.69,52.14,9039000,52.14
2013/6/28,51.59,52.44,51.22,51.72,15340500,51.72
2013/7/1,52.2,53.29,52.03,52.9,8950200,52.9
2013/7/2,53.02,53.63,52.94,53.33,8192500,53.33
2013/7/3,52.85,53.53,52.8,53.17,4191400,53.17
2013/7/5,53.77,53.89,53.01,53.85,4513600,53.85
2013/7/8,54.28,54.38,53.37,53.71,6064200,53.71
2013/7/9,54.12,54.62,54.02,54.49,7096800,54.49
2013/7/10,54.66,55.22,54.61,54.88,6953700,54.88
2013/7/11,55.36,56.15,55.34,55.88,9691800,55.88
2013/7/12,55.8,57.07,55.75,57.04,8640900,57.04
2013/7/15,57.02,57.09,56.18,56.45,6877900,56.45
2013/7/16,56.83,56.96,56.26,56.81,9018600,56.81
2013/7/17,56.85,57.5,56.68,57.38,15158100,57.38
2013/7/18,53.58,53.85,53.16,53.52,43088900,53.52
2013/7/19,53.75,53.92,52.12,52.19,19224800,52.19
2013/7/22,52.42,52.47,51.89,52.31,15575900,52.31
2013/7/23,52.38,52.46,51.52,51.64,11019900,51.64
2013/7/24,51.61,52.37,51.6,52.1,15498600,52.1
2013/7/25,52,52.23,51.33,51.5,10150500,51.5
2013/7/26,51.42,52.41,50.92,52.25,12708000,52.25
2013/7/29,52.1,52.53,51.5,51.64,7495000,51.64
2013/7/30,51.98,52.11,51.6,51.98,7814000,51.98
2013/7/31,52.18,52.18,51.4,51.69,7731900,51.69
2013/8/1,52.14,52.43,51.79,52.41,8104000,52.41
2013/8/2,52.45,52.75,52.13,52.54,8508700,52.54
2013/8/5,52.63,52.95,52.33,52.71,5380600,52.71
2013/8/6,52.71,53.79,52.44,53.7,10341000,53.7
2013/8/7,53.43,53.88,52.98,53.01,7057300,53.01
2013/8/8,53.53,53.73,52.84,53.57,5634600,53.57
2013/8/9,53.54,53.78,52.97,53.33,6381500,53.33
2013/8/12,52.75,53.46,52.52,53.28,4712000,53.28
2013/8/13,53.74,54.48,53.51,54.12,9441700,54.12
2013/8/14,54.14,54.52,53.99,54.23,6767400,54.23
2013/8/15,53.39,53.46,51.68,53.18,15264700,53.18
2013/8/16,53.09,53.63,52.69,52.92,7531300,52.92
2013/8/19,52.74,53.28,52.04,52.07,6643600,52.07
2013/8/20,52.3,52.63,51.77,51.99,9377600,51.99
2013/8/21,51.73,51.87,50.81,50.96,12848400,50.96
2013/8/22,51.2,51.62,51.01,51.08,7478000,51.08
2013/8/23,51.22,51.7,51.14,51.65,7026000,51.65
2013/8/26,51.67,52.13,51.21,51.96,8061300,51.96
2013/8/27,51.24,51.49,50.42,50.61,10341800,50.61
2013/8/28,50.75,51.01,50.42,50.43,8136000,50.43
2013/8/29,50.22,51.48,50.2,50.99,7109200,50.99
2013/8/30,51.09,51.1,49.62,49.99,11121700,49.99
